EID,Cites,Keyword
2-s2.0-79960135827,31,Polynomial approximation
2-s2.0-79960135827,31,Computational complexity
2-s2.0-79955576467,31,Artifact removal
2-s2.0-79955576467,31,Brain areas
2-s2.0-79955576467,31,Broca's area
2-s2.0-79955576467,31,EEG signals
2-s2.0-79955576467,31,Effective tool
2-s2.0-79955576467,31,Enhanced deflation method
2-s2.0-79955576467,31,FastICA
2-s2.0-79955576467,31,FastICA algorithms
2-s2.0-79955576467,31,Frequency Analysis
2-s2.0-79955576467,31,Human brain
2-s2.0-79955576467,31,Independent components
2-s2.0-79955576467,31,Manual methods
2-s2.0-79955576467,31,Premotor cortex
2-s2.0-79955576467,31,Quality parameters
2-s2.0-79955576467,31,Semi-automatics
2-s2.0-79955576467,31,Symmetric mode
2-s2.0-79955576467,31,Transcranial magnetic stimulation
2-s2.0-79955576467,31,Brain
2-s2.0-79955576467,31,Electroencephalography
2-s2.0-79955576467,31,Electrophysiology
2-s2.0-79955576467,31,Functional electric stimulation
2-s2.0-79955576467,31,Muscle
2-s2.0-79955576467,31,Independent component analysis
2-s2.0-79955576467,31,adult
2-s2.0-79955576467,31,article
2-s2.0-79955576467,31,artifact
2-s2.0-79955576467,31,brain mapping
2-s2.0-79955576467,31,electroencephalography
2-s2.0-79955576467,31,evoked response
2-s2.0-79955576467,31,female
2-s2.0-79955576467,31,frontal lobe
2-s2.0-79955576467,31,human
2-s2.0-79955576467,31,male
2-s2.0-79955576467,31,methodology
2-s2.0-79955576467,31,physiology
2-s2.0-79955576467,31,signal processing
2-s2.0-79955576467,31,skeletal muscle
2-s2.0-79955576467,31,transcranial magnetic stimulation
2-s2.0-79955576467,31,Adult
2-s2.0-79955576467,31,Artifacts
2-s2.0-79955576467,31,Brain Mapping
2-s2.0-79955576467,31,Electroencephalography
2-s2.0-79955576467,31,Evoked Potentials
2-s2.0-79955576467,31,Female
2-s2.0-79955576467,31,Frontal Lobe
2-s2.0-79955576467,31,Humans
2-s2.0-79955576467,31,Male
2-s2.0-79955576467,31,"Muscle, Skeletal"
2-s2.0-79955576467,31,"Signal Processing, Computer-Assisted"
2-s2.0-79955576467,31,Transcranial Magnetic Stimulation
2-s2.0-79955576467,31,Young Adult
2-s2.0-79952723039,31,Classic models
2-s2.0-79952723039,31,Evolving Fuzzy Systems
2-s2.0-79952723039,31,Fixed structure
2-s2.0-79952723039,31,Fuzzy linear regression
2-s2.0-79952723039,31,Fuzzy modeling
2-s2.0-79952723039,31,Fuzzy models
2-s2.0-79952723039,31,Fuzzy trees
2-s2.0-79952723039,31,Incremental learning
2-s2.0-79952723039,31,Linear model
2-s2.0-79952723039,31,Linear regression models
2-s2.0-79952723039,31,Model qualities
2-s2.0-79952723039,31,New approaches
2-s2.0-79952723039,31,Regression trees
2-s2.0-79952723039,31,Statistical models
2-s2.0-79952723039,31,Subtrees
2-s2.0-79952723039,31,Time series forecasting
2-s2.0-79952723039,31,Tree structures
2-s2.0-79952723039,31,Adaptive systems
2-s2.0-79952723039,31,Fuzzy sets
2-s2.0-79952723039,31,Learning algorithms
2-s2.0-79952723039,31,Linear regression
2-s2.0-79952723039,31,Quality control
2-s2.0-79952723039,31,Time series
2-s2.0-79952723039,31,Topology
2-s2.0-79952723039,31,Trees (mathematics)
2-s2.0-84901684256,30,Ant colony optimization
2-s2.0-84901684256,30,Fuzzy logic
2-s2.0-84901684256,30,Learning algorithms
2-s2.0-84901684256,30,Particle swarm optimization (PSO)
2-s2.0-84901684256,30,Surveys
2-s2.0-84901684256,30,Ant Colony Optimization (ACO)
2-s2.0-84901684256,30,Dynamic parameter adaptation
2-s2.0-84901684256,30,Gravitational search algorithm (GSA)
2-s2.0-84901684256,30,Gravitational search algorithms
2-s2.0-84901684256,30,Meta-heuristic optimizations
2-s2.0-84901684256,30,Optimization algorithms
2-s2.0-84901684256,30,Optimization techniques
2-s2.0-84901684256,30,Parameter adaptation
2-s2.0-84901684256,30,Problem solving
2-s2.0-84880954870,30,Control approach
2-s2.0-84880954870,30,Control Lyapunov function
2-s2.0-84880954870,30,General formulas
2-s2.0-84880954870,30,General nonlinear systems
2-s2.0-84880954870,30,Global asymptotic stability
2-s2.0-84880954870,30,Homogeneous system
2-s2.0-84880954870,30,Initial conditions
2-s2.0-84880954870,30,Universal formulas
2-s2.0-84880954870,30,Continuous time systems
2-s2.0-84880954870,30,Lyapunov methods
2-s2.0-84880954870,30,Model predictive control
2-s2.0-84880954870,30,Nonlinear systems
2-s2.0-84880954870,30,Predictive control systems
2-s2.0-84880954870,30,Stabilization
2-s2.0-84876143503,30,High pressure coolant
2-s2.0-84876143503,30,High speed machining
2-s2.0-84876143503,30,PCD tools
2-s2.0-84876143503,30,Ti-6Al-4V alloy
2-s2.0-84876143503,30,Tool wear
2-s2.0-84876143503,30,Wear mechanisms
2-s2.0-84876143503,30,Adhesion
2-s2.0-84876143503,30,Aluminum
2-s2.0-84876143503,30,Coolants
2-s2.0-84876143503,30,Cutting fluids
2-s2.0-84876143503,30,Diamond cutting tools
2-s2.0-84876143503,30,Tribology
2-s2.0-84876143503,30,Wear of materials
2-s2.0-84876143503,30,Titanium alloys
2-s2.0-84878730663,30,Diversity gain
2-s2.0-84878730663,30,Multiple input single outputs
2-s2.0-84878730663,30,Nakagami-m fading
2-s2.0-84878730663,30,Outdated csi
2-s2.0-84878730663,30,Secrecy outage probabilities
2-s2.0-84878730663,30,Secrecy outages
2-s2.0-84878730663,30,Signaltonoise ratio (SNR)
2-s2.0-84878730663,30,Transmit antenna selection
2-s2.0-84878730663,30,Antennas
2-s2.0-84878730663,30,Asymptotic analysis
2-s2.0-84878730663,30,Channel state information
2-s2.0-84878730663,30,Monte Carlo methods
2-s2.0-84878730663,30,Transmitters
2-s2.0-84878730663,30,Signal to noise ratio
2-s2.0-84873328741,30,DC-link voltages
2-s2.0-84873328741,30,Harmonic injection
2-s2.0-84873328741,30,Overmodulation
2-s2.0-84873328741,30,Overmodulation region
2-s2.0-84873328741,30,Space vector modulations (SVM)
2-s2.0-84873328741,30,Space vector PWM
2-s2.0-84873328741,30,Voltage-source inverter
2-s2.0-84873328741,30,Electric converters
2-s2.0-84873328741,30,Modulation
2-s2.0-84873328741,30,Vector spaces
2-s2.0-84873328741,30,Voltage control
2-s2.0-84873328741,30,Harmonic analysis
2-s2.0-84867676745,30,Cohn-Kanade database
2-s2.0-84867676745,30,Conventional approach
2-s2.0-84867676745,30,Emotion recognition
2-s2.0-84867676745,30,Ensemble of classifiers
2-s2.0-84867676745,30,Error rate
2-s2.0-84867676745,30,Facial expression recognition
2-s2.0-84867676745,30,Feature sets
2-s2.0-84867676745,30,Fusion of features
2-s2.0-84867676745,30,Local binary patterns
2-s2.0-84867676745,30,Multi-objective genetic algorithm
2-s2.0-84867676745,30,Objective functions
2-s2.0-84867676745,30,Recognition rates
2-s2.0-84867676745,30,Face recognition
2-s2.0-84867676745,30,Feature extraction
2-s2.0-84867676745,30,Gesture recognition
2-s2.0-84867676745,30,Classification (of information)
2-s2.0-84866597956,30,Anti-windup
2-s2.0-84866597956,30,Control implementation
2-s2.0-84866597956,30,Controller performance
2-s2.0-84866597956,30,Digital control
2-s2.0-84866597956,30,Digital controllers
2-s2.0-84866597956,30,Distribution static compensator
2-s2.0-84866597956,30,DSTATCOM
2-s2.0-84866597956,30,Dynamic tests
2-s2.0-84866597956,30,FPGA devices
2-s2.0-84866597956,30,Hardware resources
2-s2.0-84866597956,30,Low Power
2-s2.0-84866597956,30,Over sampling
2-s2.0-84866597956,30,Park transform
2-s2.0-84866597956,30,Reactive currents
2-s2.0-84866597956,30,Time multiplexing
2-s2.0-84866597956,30,Controllers
2-s2.0-84866597956,30,Digital control systems
2-s2.0-84866597956,30,Electric power factor correction
2-s2.0-84866597956,30,Hardware
2-s2.0-84866597956,30,Power electronics
2-s2.0-84866597956,30,Signal processing
2-s2.0-84866597956,30,Signal receivers
2-s2.0-84866597956,30,Field programmable gate arrays (FPGA)
2-s2.0-84860825077,30,Bio-ethanol production
2-s2.0-84860825077,30,Biorefineries
2-s2.0-84860825077,30,Cogeneration systems
2-s2.0-84860825077,30,Computational tools
2-s2.0-84860825077,30,Detailed modeling
2-s2.0-84860825077,30,Electric power
2-s2.0-84860825077,30,Electrical power
2-s2.0-84860825077,30,Energy integration
2-s2.0-84860825077,30,Equation based
2-s2.0-84860825077,30,Global optimization algorithm
2-s2.0-84860825077,30,Lignocellulosic biomass
2-s2.0-84860825077,30,Lignocellulosic feedstocks
2-s2.0-84860825077,30,Process configuration
2-s2.0-84860825077,30,Process simulators
2-s2.0-84860825077,30,Second generation
2-s2.0-84860825077,30,Steady state process
2-s2.0-84860825077,30,Sugar-cane bagasse
2-s2.0-84860825077,30,Algorithms
2-s2.0-84860825077,30,Bagasse
2-s2.0-84860825077,30,Electricity
2-s2.0-84860825077,30,Ethanol
2-s2.0-84860825077,30,Global optimization
2-s2.0-84860825077,30,Sugar (sucrose)
2-s2.0-84860825077,30,Bioethanol
2-s2.0-80455150427,30,Buck-and-boost converter
2-s2.0-80455150427,30,Compact lamp
2-s2.0-80455150427,30,Daily activity
2-s2.0-80455150427,30,Electrical wiring
2-s2.0-80455150427,30,IEC 61000-3-2
2-s2.0-80455150427,30,International standards
2-s2.0-80455150427,30,Li-ion batteries
2-s2.0-80455150427,30,Low-cost electronics
2-s2.0-80455150427,30,Luminous efficacy
2-s2.0-80455150427,30,Ni-MH batteries
2-s2.0-80455150427,30,Power LED
2-s2.0-80455150427,30,Useful life
2-s2.0-80455150427,30,DC-DC converters
2-s2.0-80455150427,30,Electrolytic capacitors
2-s2.0-80455150427,30,Emergency lighting
2-s2.0-80455150427,30,Light emission
2-s2.0-80455150427,30,Lighting
2-s2.0-80455150427,30,Lighting fixtures
2-s2.0-80455150427,30,Metal vapor lamps
2-s2.0-80455150427,30,Light emitting diodes
2-s2.0-80255137493,30,Arrhythmia classification
2-s2.0-80255137493,30,Cardiac arrhythmia
2-s2.0-80255137493,30,Classification rates
2-s2.0-80255137493,30,Classification results
2-s2.0-80255137493,30,Fuzzy inference systems
2-s2.0-80255137493,30,Fuzzy k-NN
2-s2.0-80255137493,30,Gradient descent
2-s2.0-80255137493,30,Hybrid approach
2-s2.0-80255137493,30,Hybrid intelligent system
2-s2.0-80255137493,30,Individual classifiers
2-s2.0-80255137493,30,K-nearest neighbors
2-s2.0-80255137493,30,Mamdani fuzzy system
2-s2.0-80255137493,30,Mamdani type
2-s2.0-80255137493,30,Multi layer perceptron
2-s2.0-80255137493,30,Scaled conjugate gradients
2-s2.0-80255137493,30,Backpropagation
2-s2.0-80255137493,30,Conjugate gradient method
2-s2.0-80255137493,30,Fuzzy inference
2-s2.0-80255137493,30,Fuzzy systems
2-s2.0-80255137493,30,Intelligent systems
2-s2.0-80255137493,30,Fuzzy neural networks
2-s2.0-84864339414,30,"1,1 diphenyl 2 picrylhydrazyl"
2-s2.0-84864339414,30,"2,2' azinobis(3 ethylbenzothiazoline 6 sulfonic acid)"
2-s2.0-84864339414,30,beta carotene
2-s2.0-84864339414,30,caffeic acid
2-s2.0-84864339414,30,ferric ion
2-s2.0-84864339414,30,ferulic acid
2-s2.0-84864339414,30,gentisic acid
2-s2.0-84864339414,30,para coumaric acid
2-s2.0-84864339414,30,phenol derivative
2-s2.0-84864339414,30,quercetin
2-s2.0-84864339414,30,salicylic acid
2-s2.0-84864339414,30,trolox C
2-s2.0-84864339414,30,turmeric
2-s2.0-84864339414,30,antioxidant
2-s2.0-84864339414,30,phenol derivative
2-s2.0-84864339414,30,antioxidant activity
2-s2.0-84864339414,30,artichoke
2-s2.0-84864339414,30,article
2-s2.0-84864339414,30,asparagus
2-s2.0-84864339414,30,Brazil
2-s2.0-84864339414,30,broccoli
2-s2.0-84864339414,30,carrot
2-s2.0-84864339414,30,chemical composition
2-s2.0-84864339414,30,food analysis
2-s2.0-84864339414,30,food composition
2-s2.0-84864339414,30,lettuce
2-s2.0-84864339414,30,mass fragmentography
2-s2.0-84864339414,30,nonhuman
2-s2.0-84864339414,30,nutritional value
2-s2.0-84864339414,30,spinach
2-s2.0-84864339414,30,vegetable
2-s2.0-84864339414,30,watercress
2-s2.0-84864339414,30,chemistry
2-s2.0-84864339414,30,food analysis
2-s2.0-84864339414,30,vegetable
2-s2.0-84864339414,30,Asparagus
2-s2.0-84864339414,30,Brassica oleracea var. italica
2-s2.0-84864339414,30,Curcuma longa
2-s2.0-84864339414,30,Cynara scolymus
2-s2.0-84864339414,30,Daucus carota
2-s2.0-84864339414,30,Lactuca
2-s2.0-84864339414,30,Nasturtium officinale
2-s2.0-84864339414,30,Spinacia oleracea
2-s2.0-84864339414,30,Antioxidants
2-s2.0-84864339414,30,Brazil
2-s2.0-84864339414,30,Food Analysis
2-s2.0-84864339414,30,Phenols
2-s2.0-84864339414,30,Vegetables
2-s2.0-80052638750,30,Buck converters
2-s2.0-80052638750,30,Dc-dc power conversion
2-s2.0-80052638750,30,Degree of robustness
2-s2.0-80052638750,30,field programmable gate arrays (FPGAs)
2-s2.0-80052638750,30,Field-programmable gate array implementations
2-s2.0-80052638750,30,Output feedback controller
2-s2.0-80052638750,30,PID controllers
2-s2.0-80052638750,30,Proportional integral
2-s2.0-80052638750,30,Proportional integral derivative controllers
2-s2.0-80052638750,30,Settling time
2-s2.0-80052638750,30,Static and dynamic loads
2-s2.0-80052638750,30,Controllers
2-s2.0-80052638750,30,DC power transmission
2-s2.0-80052638750,30,DC-DC converters
2-s2.0-80052638750,30,Disturbance rejection
2-s2.0-80052638750,30,Dynamic loads
2-s2.0-80052638750,30,Dynamic response
2-s2.0-80052638750,30,Electric control equipment
2-s2.0-80052638750,30,Field programmable gate arrays (FPGA)
2-s2.0-80052638750,30,Logic gates
2-s2.0-80052638750,30,Signal receivers
2-s2.0-80052638750,30,Three term control systems
2-s2.0-80052638750,30,Two term control systems
2-s2.0-80052638750,30,Proportional control systems
2-s2.0-79960983964,30,BCH code
2-s2.0-79960983964,30,MDS code
2-s2.0-79960983964,30,Odd integers
2-s2.0-79960983964,30,Quantum codes
2-s2.0-79960983964,30,Quantum computers
2-s2.0-79955957973,30,Hybrid algorithms
2-s2.0-79955957973,30,Metaheuristics
2-s2.0-79955957973,30,Monte Carlo Simulation
2-s2.0-79955957973,30,Reliability indices
2-s2.0-79955957973,30,Vehicle routing problem with stochastic demands
2-s2.0-79955957973,30,Capacitated vehicle routing problem
2-s2.0-79955957973,30,Meta heuristics
2-s2.0-79955957973,30,Monte-Carlo simulations
2-s2.0-79955957973,30,Numerical experiments
2-s2.0-79955957973,30,Reliability Index
2-s2.0-79955957973,30,Stochastic demand
2-s2.0-79955957973,30,Vehicle Routing Problems
2-s2.0-79955957973,30,Computer simulation
2-s2.0-79955957973,30,Cost benefit analysis
2-s2.0-79955957973,30,Heuristic algorithms
2-s2.0-79955957973,30,Monte Carlo methods
2-s2.0-79955957973,30,Network routing
2-s2.0-79955957973,30,Routing algorithms
2-s2.0-79955957973,30,Stochastic systems
2-s2.0-79955957973,30,Uncertainty analysis
2-s2.0-79955957973,30,Cost estimating
2-s2.0-79955957973,30,Vehicles
2-s2.0-79955957973,30,Cost benefit analysis
2-s2.0-79955957973,30,algorithm
2-s2.0-79955957973,30,computer simulation
2-s2.0-79955957973,30,heuristics
2-s2.0-79955957973,30,Monte Carlo analysis
2-s2.0-79955957973,30,routing
2-s2.0-79955957973,30,stochasticity
2-s2.0-79955957973,30,transport vehicle
2-s2.0-79955957973,30,transportation planning
2-s2.0-79955957973,30,transportation safety
2-s2.0-79955957973,30,numerical model
2-s2.0-79955957973,30,transportation development
2-s2.0-79959331909,30,Human papillomavirus
2-s2.0-79959331909,30,protein 14 3 3
2-s2.0-79959331909,30,article
2-s2.0-79959331909,30,chemistry
2-s2.0-79959331909,30,female
2-s2.0-79959331909,30,gene expression profiling
2-s2.0-79959331909,30,genetics
2-s2.0-79959331909,30,human
2-s2.0-79959331909,30,metabolism
2-s2.0-79959331909,30,molecular weight
2-s2.0-79959331909,30,pathology
2-s2.0-79959331909,30,polyacrylamide gel electrophoresis
2-s2.0-79959331909,30,protein analysis
2-s2.0-79959331909,30,protein database
2-s2.0-79959331909,30,proteomics
2-s2.0-79959331909,30,tumor cell line
2-s2.0-79959331909,30,uterine cervix tumor
2-s2.0-79959331909,30,14-3-3 Proteins
2-s2.0-79959331909,30,"Cell Line, Tumor"
2-s2.0-79959331909,30,"Databases, Protein"
2-s2.0-79959331909,30,"Electrophoresis, Polyacrylamide Gel"
2-s2.0-79959331909,30,Female
2-s2.0-79959331909,30,Gene Expression Profiling
2-s2.0-79959331909,30,Humans
2-s2.0-79959331909,30,Molecular Weight
2-s2.0-79959331909,30,Protein Interaction Mapping
2-s2.0-79959331909,30,Proteomics
2-s2.0-79959331909,30,Uterine Cervical Neoplasms
2-s2.0-79957794112,30,ascorbic acid
2-s2.0-79957794112,30,enoxaparin
2-s2.0-79957794112,30,fucose
2-s2.0-79957794112,30,galactose
2-s2.0-79957794112,30,glucose
2-s2.0-79957794112,30,heparin
2-s2.0-79957794112,30,heterofucan derivative
2-s2.0-79957794112,30,polysaccharide sulfate
2-s2.0-79957794112,30,sulfate
2-s2.0-79957794112,30,unclassified drug
2-s2.0-79957794112,30,uronic acid
2-s2.0-79957794112,30,xylose
2-s2.0-79957794112,30,anticoagulant agent
2-s2.0-79957794112,30,antineoplastic agent
2-s2.0-79957794112,30,antioxidant
2-s2.0-79957794112,30,furan derivative
2-s2.0-79957794112,30,plant extract
2-s2.0-79957794112,30,anticoagulation
2-s2.0-79957794112,30,antineoplastic activity
2-s2.0-79957794112,30,antioxidant activity
2-s2.0-79957794112,30,article
2-s2.0-79957794112,30,cell proliferation
2-s2.0-79957794112,30,chemical composition
2-s2.0-79957794112,30,concentration response
2-s2.0-79957794112,30,controlled study
2-s2.0-79957794112,30,Dictyopteris delicatula
2-s2.0-79957794112,30,drug determination
2-s2.0-79957794112,30,drug isolation
2-s2.0-79957794112,30,HeLa cell
2-s2.0-79957794112,30,human
2-s2.0-79957794112,30,human cell
2-s2.0-79957794112,30,iron chelation
2-s2.0-79957794112,30,partial thromboplastin time
2-s2.0-79957794112,30,prothrombin time
2-s2.0-79957794112,30,seaweed
2-s2.0-79957794112,30,chemistry
2-s2.0-79957794112,30,HeLa cell line
2-s2.0-79957794112,30,isolation and purification
2-s2.0-79957794112,30,Dictyopteris delicatula
2-s2.0-79957794112,30,Anticoagulants
2-s2.0-79957794112,30,"Antineoplastic Agents, Phytogenic"
2-s2.0-79957794112,30,Antioxidants
2-s2.0-79957794112,30,Furans
2-s2.0-79957794112,30,HeLa Cells
2-s2.0-79957794112,30,Humans
2-s2.0-79957794112,30,Plant Extracts
2-s2.0-79957794112,30,Seaweed
2-s2.0-84907484582,29,BOOST converter
2-s2.0-84907484582,29,finite-control-set model predictive control (FCS-MPC)
2-s2.0-84907484582,29,Low-voltage ride-through
2-s2.0-84907484582,29,Neutral-point-clamped converter
2-s2.0-84907484582,29,Predictive control
2-s2.0-84907484582,29,Wind-Energy conversion systems (Wecss)
2-s2.0-84910138014,29,acetylcysteine
2-s2.0-84910138014,29,biocide
2-s2.0-84910138014,29,chitosan derivative
2-s2.0-84910138014,29,cyanamide
2-s2.0-84910138014,29,methyl iodide
2-s2.0-84910138014,29,quaternary ammonium derivative
2-s2.0-84910138014,29,Schiff base
2-s2.0-84910138014,29,thiosemicarbazone
2-s2.0-84910138014,29,antiinfective agent
2-s2.0-84910138014,29,biomaterial
2-s2.0-84910138014,29,chitosan
2-s2.0-84910138014,29,antimicrobial activity
2-s2.0-84910138014,29,Aspergillus fumigatus
2-s2.0-84910138014,29,Bacillus subtilis
2-s2.0-84910138014,29,Candida albicans
2-s2.0-84910138014,29,cell structure
2-s2.0-84910138014,29,chemical modification
2-s2.0-84910138014,29,Colletotrichum lagenarium
2-s2.0-84910138014,29,drug synthesis
2-s2.0-84910138014,29,Galactomyces geotrichum
2-s2.0-84910138014,29,methylation
2-s2.0-84910138014,29,Mycobacterium smegmatis
2-s2.0-84910138014,29,nonhuman
2-s2.0-84910138014,29,polymerization
2-s2.0-84910138014,29,Pseudomonas fluorescens
2-s2.0-84910138014,29,Review
2-s2.0-84910138014,29,scanning electron microscopy
2-s2.0-84910138014,29,Staphylococcus aureus
2-s2.0-84910138014,29,Staphylococcus epidermidis
2-s2.0-84910138014,29,analogs and derivatives
2-s2.0-84910138014,29,animal
2-s2.0-84910138014,29,Bacterial Infections
2-s2.0-84910138014,29,bacterium
2-s2.0-84910138014,29,chemistry
2-s2.0-84910138014,29,drug effects
2-s2.0-84910138014,29,fungus
2-s2.0-84910138014,29,human
2-s2.0-84910138014,29,Mycoses
2-s2.0-84910138014,29,synthesis
2-s2.0-84910138014,29,virus
2-s2.0-84910138014,29,Virus Diseases
2-s2.0-84910138014,29,Animals
2-s2.0-84910138014,29,Anti-Infective Agents
2-s2.0-84910138014,29,Bacteria
2-s2.0-84910138014,29,Bacterial Infections
2-s2.0-84910138014,29,Biocompatible Materials
2-s2.0-84910138014,29,Chitosan
2-s2.0-84910138014,29,Fungi
2-s2.0-84910138014,29,Humans
2-s2.0-84910138014,29,Mycoses
2-s2.0-84910138014,29,Virus Diseases
2-s2.0-84910138014,29,Viruses
2-s2.0-84883394961,29,Controller parameter
2-s2.0-84883394961,29,Convex optimization problems
2-s2.0-84883394961,29,Harmonic components
2-s2.0-84883394961,29,Harmonic rejection
2-s2.0-84883394961,29,Reference-tracking
2-s2.0-84883394961,29,Resonant controller
2-s2.0-84883394961,29,Robust control designs
2-s2.0-84883394961,29,Steady state errors
2-s2.0-84883394961,29,Constraint theory
2-s2.0-84883394961,29,Convex optimization
2-s2.0-84883394961,29,Electric inverters
2-s2.0-84883394961,29,Linear matrix inequalities
2-s2.0-84883394961,29,Resonance
2-s2.0-84883394961,29,Robust control
2-s2.0-84883394961,29,Uninterruptible power systems
2-s2.0-84861657288,29,Algorithmic parameters
2-s2.0-84861657288,29,Computational implementations
2-s2.0-84861657288,29,Drucker-Prager
2-s2.0-84861657288,29,Elastic structures
2-s2.0-84861657288,29,Level sets
2-s2.0-84861657288,29,Local stress
2-s2.0-84861657288,29,Numerical example
2-s2.0-84861657288,29,Plane stress
2-s2.0-84861657288,29,Post-processing procedure
2-s2.0-84861657288,29,Sharp contrast
2-s2.0-84861657288,29,Stress constraints
2-s2.0-84861657288,29,Structural optimization problems
2-s2.0-84861657288,29,Structure domains
2-s2.0-84861657288,29,Topological derivatives
2-s2.0-84861657288,29,Topological sensitivity
2-s2.0-84861657288,29,Algorithms
2-s2.0-84861657288,29,Shape optimization
2-s2.0-84861657288,29,Structural optimization
2-s2.0-84861657288,29,Tensile strength
2-s2.0-84861657288,29,Topology
2-s2.0-84861754199,29,Arbitrary degree
2-s2.0-84861754199,29,Attenuation levels
2-s2.0-84861754199,29,Augmented systems
2-s2.0-84861754199,29,Closed loop stability
2-s2.0-84861754199,29,Continuous time
2-s2.0-84861754199,29,Continuous-time linear systems
2-s2.0-84861754199,29,Dynamic controller
2-s2.0-84861754199,29,Dynamic output feedback
2-s2.0-84861754199,29,Dynamic output feedback control
2-s2.0-84861754199,29,Homogeneous polynomially parameter-dependent Lyapunov functions
2-s2.0-84861754199,29,Numerical example
2-s2.0-84861754199,29,Output feedback
2-s2.0-84861754199,29,Polynomial Lyapunov function
2-s2.0-84861754199,29,Polytopic domains
2-s2.0-84861754199,29,Reduced order
2-s2.0-84861754199,29,Reduced order controllers
2-s2.0-84861754199,29,Robust H
2-s2.0-84861754199,29,Stabilizing state
2-s2.0-84861754199,29,State feedback controller
2-s2.0-84861754199,29,Static output feedback control
2-s2.0-84861754199,29,System matrices
2-s2.0-84861754199,29,Technical notes
2-s2.0-84861754199,29,Time invariants
2-s2.0-84861754199,29,Uncertain linear system
2-s2.0-84861754199,29,Continuous time systems
2-s2.0-84861754199,29,Controllers
2-s2.0-84861754199,29,Feedback control
2-s2.0-84861754199,29,Linear systems
2-s2.0-84861754199,29,Lyapunov functions
2-s2.0-84861754199,29,Nonlinear control systems
2-s2.0-84861754199,29,Problem solving
2-s2.0-84861754199,29,Robust control
2-s2.0-84861754199,29,State feedback
2-s2.0-84861754199,29,Linear matrix inequalities
2-s2.0-84855932763,29,Co-ordinate transformation
2-s2.0-84855932763,29,Control strategies
2-s2.0-84855932763,29,Euler-lagrange models
2-s2.0-84855932763,29,Exponentially stable
2-s2.0-84855932763,29,Feasible regions
2-s2.0-84855932763,29,flatness approach
2-s2.0-84855932763,29,Globally asymptotically stable
2-s2.0-84855932763,29,Input saturation
2-s2.0-84855932763,29,Quadrotors
2-s2.0-84855932763,29,System motion
2-s2.0-84855932763,29,Tracking errors
2-s2.0-84855932763,29,tracking trajectory planning
2-s2.0-84855932763,29,Trajectory tracking problems
2-s2.0-84855932763,29,Aircraft control
2-s2.0-84855932763,29,Control system analysis
2-s2.0-84855932763,29,Dynamical systems
2-s2.0-84855932763,29,Trajectories
2-s2.0-81055127000,29,Calibration parameters
2-s2.0-81055127000,29,Calibration patterns
2-s2.0-81055127000,29,Geometric calibrations
2-s2.0-81055127000,29,Intrinsic and extrinsic parameters
2-s2.0-81055127000,29,Lidar systems
2-s2.0-81055127000,29,Numerical algorithms
2-s2.0-81055127000,29,Pattern planes
2-s2.0-81055127000,29,Standard deviation
2-s2.0-81055127000,29,Velodyne
2-s2.0-81055127000,29,Algorithms
2-s2.0-81055127000,29,Errors
2-s2.0-81055127000,29,Mathematical models
2-s2.0-81055127000,29,Optical radar
2-s2.0-81055127000,29,Parameter estimation
2-s2.0-81055127000,29,Systematic errors
2-s2.0-81055127000,29,Calibration
2-s2.0-80053222008,29,Classification system
2-s2.0-80053222008,29,Cost curves
2-s2.0-80053222008,29,Error rate
2-s2.0-80053222008,29,Graphical methods
2-s2.0-80053222008,29,Machine-learning
2-s2.0-80053222008,29,Multi-dimensional space
2-s2.0-80053222008,29,Multidimensional problems
2-s2.0-80053222008,29,Performance evaluation
2-s2.0-80053222008,29,Predictive performance
2-s2.0-80053222008,29,ROC curves
2-s2.0-80053222008,29,Data mining
2-s2.0-80053222008,29,Learning systems
2-s2.0-80053222008,29,Pattern recognition
2-s2.0-80053222008,29,Surveys
2-s2.0-80053222008,29,Graphic methods
2-s2.0-80053184849,29,atorvastatin
2-s2.0-80053184849,29,low density lipoprotein cholesterol
2-s2.0-80053184849,29,organic anion transporter
2-s2.0-80053184849,29,atorvastatin
2-s2.0-80053184849,29,heptanoic acid derivative
2-s2.0-80053184849,29,hypocholesterolemic agent
2-s2.0-80053184849,29,organic anion transporter
2-s2.0-80053184849,29,pyrrole derivative
2-s2.0-80053184849,29,"SLCO1B1 protein, human"
2-s2.0-80053184849,29,article
2-s2.0-80053184849,29,controlled study
2-s2.0-80053184849,29,dose response
2-s2.0-80053184849,29,drug efficacy
2-s2.0-80053184849,29,drug mechanism
2-s2.0-80053184849,29,gene frequency
2-s2.0-80053184849,29,genetic association
2-s2.0-80053184849,29,genetic variability
2-s2.0-80053184849,29,genotype
2-s2.0-80053184849,29,heterozygosity
2-s2.0-80053184849,29,homozygosity
2-s2.0-80053184849,29,human
2-s2.0-80053184849,29,hypercholesterolemia
2-s2.0-80053184849,29,major clinical study
2-s2.0-80053184849,29,marker gene
2-s2.0-80053184849,29,pharmacogenetics
2-s2.0-80053184849,29,prediction
2-s2.0-80053184849,29,real time polymerase chain reaction
2-s2.0-80053184849,29,single nucleotide polymorphism
2-s2.0-80053184849,29,solute carrier organic anion transporter 1B1 gene
2-s2.0-80053184849,29,solute carrier organic anion transporter 2B1 gene
2-s2.0-80053184849,29,aged
2-s2.0-80053184849,29,female
2-s2.0-80053184849,29,gene linkage disequilibrium
