EID,Cited by,Index Keywords,DOI,Link,,,,"SUBJAREA ( econ )  AND  ( PUBYEAR  <  2016  AND  PUBYEAR  >  2010 )  AND  ( LIMIT-TO ( SRCTYPE ,  ""j"" ) )"
2-s2.0-79952324548,82,economic geography; financial crisis; housing market; mortgage lending; price dynamics; United States,10.1093/jeg/lbq024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952324548&partnerID=40&md5=0258ce5c10168c7056cfee1ca83d515a,,,,
2-s2.0-84877046264,81,Electricity market; Intermittency; Market integration; Renewables; Wind and solar power; Costs; Energy policy; Regression analysis; Solar energy; Solar wind; Sun; Wind power; Commerce; alternative energy; cost-benefit analysis; economic integration; electricity supply; energy market; energy policy; energy use; price dynamics; regression analysis; renewable resource; solar power; wind power,10.1016/j.eneco.2013.02.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877046264&partnerID=40&md5=8bf74d4e94453b8fb5b371e7f15f4ebc,,,,
2-s2.0-84877040439,81,capital; credit provision; economic growth; export; financial market; international trade; numerical model; trade flow; vulnerability,10.1093/restud/rds036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877040439&partnerID=40&md5=aefe2a6ee095964135c843db279038c9,,,,
2-s2.0-84874067056,81,carbon footprint; commodity market; environmental policy; European Union; export; import; input-output analysis; optimization; policy analysis; trade policy; United Nations,10.1080/09535314.2012.761952,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874067056&partnerID=40&md5=c6b58178ca58c18e0dccfc9723a56740,,,,
2-s2.0-84869121835,81,,10.1007/s10887-012-9081-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869121835&partnerID=40&md5=658144bb7d82f6fba72bd399b08ef640,,,,
2-s2.0-84862611749,81,,10.1257/aer.102.4.1241,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862611749&partnerID=40&md5=7a940f7b16c7b2dc999e527f1de5da3a,,,,
2-s2.0-80053383445,81,,10.1016/j.jbankfin.2011.05.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053383445&partnerID=40&md5=61ca12edb6c7c63b8f32cac12b1300ed,,,,
2-s2.0-79951802274,81,,10.1257/jep.25.1.29,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951802274&partnerID=40&md5=28cf6cfcee458c0a5ba5e0a993c5c098,,,,
2-s2.0-78649855108,81,,10.1162/REST_a_00095,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649855108&partnerID=40&md5=57f9bd7402942372caead47c49024ee0,,,,
2-s2.0-79958270785,81,,10.1257/aer.101.3.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958270785&partnerID=40&md5=04139778e32605ff47f419c49ace1039,,,,
2-s2.0-79958805117,81,,10.1509/jppm.30.1.31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958805117&partnerID=40&md5=29be7289d5503df3819ac53b0beb04b2,,,,
2-s2.0-79952128429,81,,10.1257/aer.101.1.411,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952128429&partnerID=40&md5=7b20c4ec019e018861d3ea5ece7a618a,,,,
2-s2.0-84876555812,80,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876555812&partnerID=40&md5=bd42e6abe554e3a5089d7e6cf48ff490,,,,
2-s2.0-84865679548,80,Community development; Corporate social responsibilities (CSR); Field research; Firm Performance; Human safety; Integrative framework; Multinational firms; Research propositions; Social issues; Social management; Social risks; Triple Bottom Line; Industry; Innovation; Supply chain management; Sustainable development; Research,10.1016/j.ijpe.2012.01.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865679548&partnerID=40&md5=916ebcce2d14745b10cfd88007827c10,,,,
2-s2.0-84865191893,80,,10.1257/mac.4.3.66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865191893&partnerID=40&md5=6f109bee21049d75d0f57c28224c072a,,,,
2-s2.0-84861717350,80,,10.1177/0149206312439327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861717350&partnerID=40&md5=fb2093b8a7f9a2184640120bbaccdb90,,,,
2-s2.0-84863006358,80,,10.1257/jel.50.2.368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863006358&partnerID=40&md5=a36c41e4b86b19f7717e671ffa8854b5,,,,
2-s2.0-80052789013,80,Anti virus; Backward bifurcation; Bi-stable state; Computer virus propagation; Dynamic behaviors; Global asymptotic stability; Numerical results; Virus propagation; Asymptotic stability; Behavioral research; Bifurcation (mathematics); Convergence of numerical methods; Hopf bifurcation; Computer viruses,10.1016/j.nonrwa.2011.07.048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052789013&partnerID=40&md5=cb8eaaa6e8e218c883c9086140d1671c,,,,
2-s2.0-84155168966,80,Case based; Environmental sustainability; Fashion companies; Fashion industry; International company; Small firm; Structured analysis; Supply chain models; Industry; Research; Supply chain management; Sustainable development,10.1016/j.ijpe.2011.06.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155168966&partnerID=40&md5=7775f96e262df2bd75e607e9034d0691,,,,
2-s2.0-82755189857,80,,10.1016/j.jwb.2010.10.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82755189857&partnerID=40&md5=b748a2905ec3427493f1147db689de54,,,,
2-s2.0-84857374769,80,banking; crisis management; economic growth; economic impact; export; financial crisis; financial services; industrial investment; Japan,10.1093/qje/qjr033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857374769&partnerID=40&md5=38fe288dc78233259417d21eef6b98aa,,,,
2-s2.0-80052539510,80,,10.1016/j.jwb.2010.10.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052539510&partnerID=40&md5=9ef877367453806ce79b033064e01401,,,,
2-s2.0-79958156797,80,"cultural influence; identity construction; morality; social behavior; social theory; theoretical study; article; education; ethnic and racial groups; ethnology; history; human; human relation; legal aspect; morality; psychological aspect; social behavior; taboo; History, 20th Century; History, 21st Century; Humans; Interpersonal Relations; Moral Development; Population Groups; Social Behavior; Social Identification; Taboo",10.1093/qje/qjr002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958156797&partnerID=40&md5=2e936fbb9a2b9c709b78972eaa3c0f0b,,,,
2-s2.0-79954464383,80,,10.1257/aer.101.2.695,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954464383&partnerID=40&md5=94547606025795b44f41e3746663b8ee,,,,
2-s2.0-79952373224,80,decision making; economic theory; empirical analysis; entrepreneur; environmental factor; social capital; Andalucia; Catalonia; Spain,10.1080/08985620903233929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952373224&partnerID=40&md5=6c1949f6fd968016d6820a1e432f0ba4,,,,
2-s2.0-84861665761,79,,10.1016/j.econmod.2012.02.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861665761&partnerID=40&md5=3277b494ecaa116debd114b7a74121d3,,,,
2-s2.0-84855518056,79,,10.1016/j.jfineco.2011.10.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855518056&partnerID=40&md5=614f3b9ff81de26990ab03ae12c45e36,,,,
2-s2.0-84856866370,79,,10.1257/aer.102.1.167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856866370&partnerID=40&md5=af6b77a47505fec7fd6d007c931c88f6,,,,
2-s2.0-84855238431,79,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855238431&partnerID=40&md5=7aede1fc6fa8bc673bdc2e64305b3328,,,,
2-s2.0-84857428156,79,ideology; Internet; racism; social segregation,10.1093/qje/qjr044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857428156&partnerID=40&md5=7fa86d746f52ff5055889cbabfe00eaf,,,,
2-s2.0-80052035822,79,climate change; democracy; environmental issue; environmental legislation; global perspective; governance approach,10.1016/j.ecolecon.2011.01.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052035822&partnerID=40&md5=c43539e5bfe6c29340a7e47748ba5d97,,,,
2-s2.0-84860389319,79,,10.1257/aer.101.5.2205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860389319&partnerID=40&md5=8624645cfa72bfe8adfe18eb94b311c4,,,,
2-s2.0-79952596636,79,Decision makers; Fuzzy models; Illustrative examples; Input datas; Max-min; Multi objective; Multi objective decision making; Multi-criteria decision making problems; New strategy; Objective functions; Purchasing department; Relative importance; Supplier selection; Supply chain performance; Decision theory; Fuzzy set theory; Fuzzy sets; Hierarchical systems; Multiobjective optimization; Purchasing; Supply chain management; Supply chains; Decision making,10.1016/j.ijpe.2010.04.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952596636&partnerID=40&md5=e3fe6dac783d4b69695fcac27c9286c2,,,,
2-s2.0-79951749902,79,agricultural practice; cost-benefit analysis; crop production; economic analysis; estimation method; fertilizer application; food availability; implementation process; maize; policy making; poverty alleviation; sustainable development; Malawi; Zea mays,10.3763/ijas.2010.0567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951749902&partnerID=40&md5=9f8c86cf0fe51d2fbb3ddacc42c80279,,,,
2-s2.0-78650262151,79,ecological economics; ecosystem service; market conditions; price dynamics; stakeholder; valuation,10.1016/j.ecolecon.2010.10.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650262151&partnerID=40&md5=e0d794e30c773acea3557024240b0fbb,,,,
2-s2.0-78549243687,79,,10.1016/j.jedc.2010.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78549243687&partnerID=40&md5=64c6d3c1dea3979c26e564a31e8bf15b,,,,
2-s2.0-78651068545,79,,10.1111/j.1465-7295.2009.00197.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651068545&partnerID=40&md5=cc886ee0832aa364caca431dd91e3be4,,,,
2-s2.0-84886034885,78,,10.1257/jep.27.3.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886034885&partnerID=40&md5=b243f97362bccfacf67416ab2f789103,,,,
2-s2.0-84881613736,78,,10.3982/ECTA9613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881613736&partnerID=40&md5=798416d670b8fc4b9f51e482cb57838a,,,,
2-s2.0-84864062245,78,,10.1111/j.1540-6261.2012.01753.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864062245&partnerID=40&md5=50ffa81cf40ac5d44bb8448a934e1ba7,,,,
2-s2.0-84860290693,78,classification; decision making; ecosystem modeling; ecosystem service; research work,10.1016/j.ecolecon.2012.01.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860290693&partnerID=40&md5=a8ab63ba54cb871f6aac22f4fecfe201,,,,
2-s2.0-84856822807,78,,10.1257/aer.102.1.469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856822807&partnerID=40&md5=c59725cdf5c5db6732ab318823f32a3b,,,,
2-s2.0-84155165098,78,AHP; Competitive advantage; Decision making process; Environmental concerns; Environmental legislations; Fashion; Fashion industry; Fuzzy; Fuzzy AHP; Green initiative; Numerical example; Optimal decisions; Quantitative variables; Real-life applications; Two stage; Uncertain parameters; Uncertain variables; Analytic hierarchy process; Competition; Decision making; Fuzzy logic; Hierarchical systems; Industry; Risk analysis; Supply chains; Uncertainty analysis; Risk assessment,10.1016/j.ijpe.2011.03.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155165098&partnerID=40&md5=e3302dc8621287fcaed0f13d10c62f4e,,,,
2-s2.0-80053526149,78,Agricultural by-products; Agricultural land; Belt dryer; Bio-waste; Biogas plant; Biogas plants; Default parameters; Digestate; Emission reduction; Energy supplies; Environmental life cycle assessment; Field application; Food industries; Functional units; Germany; Global warming potential; Handling process; Heat and power; Heat supply; Ionic exchanger; LCA; Life-cycle assessments; Logistic chain; Management options; Mechanical drying; Optimal transport; Physical-chemical treatment; Primary energy demand; Processing technologies; Solar drying; Stabilization process; Structural development; Thermal vaporization; Acidification; Agriculture; Biogas; Carbon dioxide; Drying; Effluent treatment; Effluents; Emission control; Energy efficiency; Energy management; Environmental impact; Gas emissions; Global warming; Greenhouse gases; Manures; Solar dryers; Sulfur dioxide; Waste treatment; Life cycle; biogas; carbon dioxide; natural gas; nitrogen; acidification; alternative energy; biogas; carbon dioxide; carbon emission; effluent; emission control; energy efficiency; energy use; environmental impact; global warming; greenhouse gas; life cycle analysis; livestock; vaporization; acidification; agricultural waste; article; carbon footprint; comparative study; composting; concentration (parameters); controlled study; cost control; energy; energy consumption; energy resource; environmental impact; greenhouse effect; life cycle assessment; manure; physical chemistry; resource management; solid waste management; technology; vaporization; Germany,10.1016/j.resconrec.2011.08.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053526149&partnerID=40&md5=91048f8f598552fb6a23f7bd43796d7e,,,,
2-s2.0-80054990834,78,,10.1111/j.1368-423X.2011.00349.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054990834&partnerID=40&md5=3f31ea5c35e5c6b3ba09fe034359cd12,,,,
2-s2.0-84860389706,78,,10.1257/aer.101.5.1964,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860389706&partnerID=40&md5=5736b0af8bd8e4dc1ca8bc95f11c7909,,,,
2-s2.0-79956331900,78,Business models; Carbon dioxide capture and storage; Carbon mitigation; Demonstration project; Energy needs; Global climate changes; Low-carbon energy technology; Policy framework; Regulatory issues; Scale-up; Scaling-up; Technological components; Economics; Fossil fuels; Fuel storage; Global warming; Carbon dioxide; carbon dioxide; carbon sequestration; climate change; global warming,10.1016/j.eneco.2010.11.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956331900&partnerID=40&md5=2aa8b3ef1dd577e5111a2fd06a85fc8c,,,,
2-s2.0-79952581867,78,Competitive environment; Decision making process; Environment; Fleet management; Food distribution; Green logistics; Vehicle Routing Problems; Decision making; Environmental management; Fleet operations; Freight transportation,10.1016/j.ijpe.2010.04.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952581867&partnerID=40&md5=f8ba864f9f7c126d077a38005e381644,,,,
2-s2.0-79955583106,78,,10.3982/ECTA8183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955583106&partnerID=40&md5=e07c8d7f31a9dfb9146814d806d63dca,,,,
2-s2.0-79551560558,78,,10.1177/0149206310371691,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551560558&partnerID=40&md5=a4c28676af9b236f76313d62780e1036,,,,
2-s2.0-79952156436,78,,10.1093/rfs/hhq124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952156436&partnerID=40&md5=5d684e7bc84ad1f733e9f1b6c230fd08,,,,
2-s2.0-79151481941,78,,10.1007/s10551-010-0644-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79151481941&partnerID=40&md5=f01c2645ffaf56abd2c0be1a446400e2,,,,
2-s2.0-78651329663,78,,10.1111/j.1745-493X.2010.03212.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651329663&partnerID=40&md5=8f70a09f761f616f0edf0e24cf97f253,,,,
2-s2.0-84894198103,77,,10.1257/aer.104.2.379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894198103&partnerID=40&md5=d689ac3fef7cc135ae0d891756376cb0,,,,
2-s2.0-84875500247,77,,10.1016/j.lrp.2013.01.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875500247&partnerID=40&md5=3b685af557a9648f6bf76584de565fad,,,,
2-s2.0-84870163995,77,,10.3982/ECTA8050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870163995&partnerID=40&md5=8c7e1e8eaf7ed6bf07936bd2133968fa,,,,
2-s2.0-84863538034,77,,10.1111/j.1468-0084.2011.00662.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863538034&partnerID=40&md5=9e3440278ec2d39555056ffe394f3efb,,,,
2-s2.0-84862584629,77,debt; demand analysis; safety; United States,10.1086/666526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862584629&partnerID=40&md5=998f7a9eff01f3a1d31ca0d8cb06d774,,,,
2-s2.0-84862493565,77,,10.1257/aer.102.2.941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862493565&partnerID=40&md5=9ea2fc1fc94a6d87f54adf3e175b5116,,,,
2-s2.0-84856953772,77,,10.1111/j.1468-5965.2011.02232.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856953772&partnerID=40&md5=206d0f3f4f4e78b877ff8cef78f3bf0f,,,,
2-s2.0-79957570207,77,,10.1016/j.iref.2011.01.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957570207&partnerID=40&md5=134b1b1950899d4c1e3a402aa757ade5,,,,
2-s2.0-79959490883,77,,10.1016/j.jfineco.2011.03.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959490883&partnerID=40&md5=033ff89d02b437907fd5cf75fcb130ef,,,,
2-s2.0-79953029886,77,Agricultural commodities; Bayesian Analysis; Bayesian markov chain monte carlo; Commodity markets; Crude oil prices; Ethanol production; Gibbs sampler; Mean-reversion; Model parameters; Petroleum inventory; Stochastic volatility; Stochastic Volatility Model; Volatility clustering; Volatility spillovers; Agriculture; Bayesian networks; Commerce; Costs; Economic analysis; Ethanol; Markov processes; Monte Carlo methods; Stochastic models; Stochastic systems; Crude oil; agricultural market; Bayesian analysis; crude oil; ethanol; maize; Markov chain; Monte Carlo analysis; numerical model; price dynamics; spillover effect; stochasticity; wheat; Triticum aestivum; Zea mays,10.1016/j.eneco.2010.12.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953029886&partnerID=40&md5=d5c2f5de4044df2f3d70086e74aad1e6,,,,
2-s2.0-79151475359,77,CGE model; Economic impacts; Energy demands; Energy intensity; Energy prices; Energy subsidies; Energy subsidy reform; Energy use; Environmental concerns; Fuel source; Macroeconomic variables; Negative impacts; Oil product; Price-gap approach; Transitional economies; Climate change; Costs; Energy management; Planning; Sustainable development; Energy efficiency; climate change; computable general equilibrium analysis; economic impact; economic reform; energy efficiency; energy use; estimation method; macroeconomics; subsidy system; sustainable development; transitional economy; China,10.1016/j.eneco.2010.07.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79151475359&partnerID=40&md5=9cc6b2ef6233956caeb93d8bc10c2bd3,,,,
2-s2.0-79151477121,77,Computational model; Electricity market; Electricity market modeling; Market price; Oligopoly; Plant types; Start-up costs; Thermal power plants; Wind conditions; Wind energy; Competition; Costs; Electric industry; Investments; Power plants; Thermoelectric power plants; Wind power; Commerce; electricity generation; energy efficiency; energy use; natural gas; power plant; thermal power; wind power,10.1016/j.eneco.2010.07.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79151477121&partnerID=40&md5=14c177d8da5b69f93b534b36268a88d5,,,,
2-s2.0-79251599385,77,Auto-regressive; Bounds testing; Carbon emissions; CO<sub>2</sub> emission; Cointegration analysis; Economic growths; Energy consumption; Environmental Kuznets curves; Environmental pollutions; Financial development; Growth; Economic and social effects; Economics; Energy utilization; Pollution; Finance; carbon emission; cointegration analysis; economic growth; energy use; financial system; income; Kuznets curve; China,10.1016/j.eneco.2010.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251599385&partnerID=40&md5=a2cf26bd54133193174c6b2e4798a40e,,,,
2-s2.0-78650772406,77,,10.1016/j.qref.2010.09.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650772406&partnerID=40&md5=80ed5b16c60f34bf79b7e9da1e9eb0a9,,,,
2-s2.0-79952141377,77,,10.2469/faj.v67.n1.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952141377&partnerID=40&md5=23f0b9bf089a482a246d4315b3537f51,,,,
2-s2.0-84873251342,76,Corporate social responsibilities (CSR); Engagement; L20; Social licence; Stakeholder; Economic and social effects; Mining; Planning; Sustainable development; Industry; corporate strategy; mining; mining industry; stakeholder; sustainable development,10.1016/j.resourpol.2012.06.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873251342&partnerID=40&md5=022d1f0a5bde294a622468ce04857151,,,,
2-s2.0-84871203284,76,,10.1287/mksc.1120.0727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871203284&partnerID=40&md5=ac724a357f7e2e9d8bc3a3a66ce39c01,,,,
2-s2.0-84870872545,76,Control limits; Deterministic methods; Deterministic optimization; Deterministic optimization method; Electricity market; Hybrid method; Non-linear optimization; Non-linear optimization problems; Optimal power flows; Optimization techniques; Recent trends; Renewable resource; Search technique; Solution methods; State of the art; System constraints; Acoustic generators; Electric load flow; Electric power generation; Electric power systems; Global optimization; Optimization; Surveys,10.1007/s12667-012-0056-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870872545&partnerID=40&md5=80cff8e99d25bec437839981774065e7,,,,
2-s2.0-84860444979,76,,10.1016/j.jfineco.2011.05.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860444979&partnerID=40&md5=1b9a9f28a0d6228c6658914f547b544d,,,,
2-s2.0-80051652924,76,academic performance; accountability; education; educational development; student; Boston; Massachusetts; United States,10.1093/qje/qjr017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051652924&partnerID=40&md5=a8559a2776a065509338af54c432e2f2,,,,
2-s2.0-78449250097,76,,10.1198/jbes.2009.06157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449250097&partnerID=40&md5=79bb8bd364f886ecf20442e8bab39a28,,,,
2-s2.0-84869873897,75,,10.1016/j.jbankfin.2012.09.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869873897&partnerID=40&md5=0b0ddc20c75da8f9eb118f57cd827e00,,,,
2-s2.0-84866393203,75,BAM neural network; Bi-directional associative memory neural networks; Fixed point theorems; Global exponential stability; Lyapunov functionals; Sufficient conditions; Time-varying delay; Lyapunov functions; Neural networks; Time varying control systems; Time varying networks,10.1016/j.nonrwa.2012.07.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866393203&partnerID=40&md5=5515b5490a1b020b2ac7e529c0703fca,,,,
2-s2.0-84863972073,75,,10.1257/aer.102.6.2981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863972073&partnerID=40&md5=cfb5b4f6be81f79e07da36e43c4f6d76,,,,
2-s2.0-84873366628,75,,10.1257/jep.26.4.27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873366628&partnerID=40&md5=a0596e02655b609c1dec87c848d08371,,,,
2-s2.0-84864509429,75,,10.1016/j.labeco.2012.05.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864509429&partnerID=40&md5=b0667b6356f7e6e46de39235beda2bf0,,,,
2-s2.0-84860324982,75,,10.3982/QE82,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860324982&partnerID=40&md5=6b111e22f2f458e855ff7210cb439f0a,,,,
2-s2.0-79961034498,75,Asset pricing; Bull and bear markets; Co-movement; Conditional dependence; Copulas; Crude oil prices; Oil market; Tail dependence; Time varying; Commerce; Crude oil; Investments; Lakes; Risk management; Costs; benchmarking; crude oil; economic structure; hypothesis testing; oil supply; price dynamics; risk assessment; strategic approach,10.1016/j.eneco.2011.04.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961034498&partnerID=40&md5=54a1fbf4e557605b089176a4d28de360,,,,
2-s2.0-79960968943,75,Bottle-to-bottle recycling; Food packaging; Mechanical recycling; PET bottle; Super-clean recycling; Decontamination; Glass bottles; Packaging; Packaging materials; Recycling; Wine; Polyethylene terephthalates; monomer; polyethylene terephthalate; packaging waste; plastic waste; recycling; chemical structure; cleaning; environmental protection; food packaging; government regulation; law; marketing; materials handling; packaging material; plastic bottle; polymerization; recycling; review; risk assessment; waste disposal; waste minimization,10.1016/j.resconrec.2011.04.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960968943&partnerID=40&md5=cb00b14e83409aea9306925add0966f0,,,,
2-s2.0-84859879078,75,ecolabeling; fishery production; food market; hedonic analysis; incentive; price determination; sustainable development; trade-environment relations; England; London [England]; United Kingdom; Theragra chalcogramma,10.1111/j.1477-9552.2011.00299.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859879078&partnerID=40&md5=3009daf2e5d8d3b21595397f9b827242,,,,
2-s2.0-79959739216,75,,10.1093/rfs/hhq145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959739216&partnerID=40&md5=503a4b949bfc9268a35cadf3ce7698b9,,,,
2-s2.0-79952406824,75,accuracy assessment; database; economic analysis; environmental issue; future prospect; input-output analysis; stochasticity,10.1080/09535314.2010.548793,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952406824&partnerID=40&md5=7d7dad027d44bc2fd681562ee5d543e5,,,,
2-s2.0-84855365359,75,census; immigrant population; international migration; migration determinant,10.1093/wber/lhr024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855365359&partnerID=40&md5=195426999292fc2a643bfea131ef85d7,,,,
2-s2.0-78751509057,75,,10.1086/656667,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751509057&partnerID=40&md5=82bd30420821b22447a8b732955f2bd4,,,,
2-s2.0-79957827461,75,,10.1257/pol.3.1.91,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957827461&partnerID=40&md5=43b1c79bc09f422b309da8fefea261bb,,,,
2-s2.0-79251527884,75,,10.1057/jibs.2010.16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251527884&partnerID=40&md5=c8f5e6237fee1bf56fab52c5d6525cde,,,,
2-s2.0-84879547249,74,,10.1162/REST_a_00318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879547249&partnerID=40&md5=1badf9e58da673d5f4e29de55fa80677,,,,
2-s2.0-84875472202,74,,10.1016/j.jimonfin.2012.11.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875472202&partnerID=40&md5=ee88c268627da837822c488162a0190a,,,,
2-s2.0-84861707391,74,,10.1177/0149206312441834,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861707391&partnerID=40&md5=8b058d3f4e579a83e41e9c035b1f7a6a,,,,
2-s2.0-84861682753,74,,10.1287/mksc.1110.0662,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861682753&partnerID=40&md5=60ec4cb7d3a537b8b6002ae33d21581c,,,,
2-s2.0-82155201533,74,,10.1111/j.1539-6975.2011.01413.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82155201533&partnerID=40&md5=7fe8ed43f2335c7296c555333477057c,,,,
2-s2.0-81855165969,74,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855165969&partnerID=40&md5=a6ab392491b7ab430e5ce07400121f8d,,,,
2-s2.0-80052038884,74,accountability; democracy; governance approach; legislative implementation; research work; transformation,10.1016/j.ecolecon.2011.04.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052038884&partnerID=40&md5=fc4c1e6f5f7aa469c44e7b85d84ea524,,,,
2-s2.0-79958107132,74,,10.1177/0149206311407507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958107132&partnerID=40&md5=a8e6f159ff498c481435425e219fe7e9,,,,
2-s2.0-79954606115,74,,10.1016/j.jfineco.2010.07.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954606115&partnerID=40&md5=d904d758b45a6f3c0365c4660333e9c7,,,,
2-s2.0-79955554018,74,,10.1093/rfs/hhr027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955554018&partnerID=40&md5=2b6ac87befdc226a71537e254fdb04cb,,,,
2-s2.0-79955053639,74,,10.1287/mksc.1100.0626,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955053639&partnerID=40&md5=a0fbb6b206a50a12c8e737c6b7f18bdf,,,,
2-s2.0-79955017127,74,empirical analysis; export; firm size; industrial performance; international trade; modeling; trade flow; trade performance; China,10.1016/j.jinteco.2010.12.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955017127&partnerID=40&md5=c036edafb9f3a1c80b2dc3963d889c2e,,,,
